nummer,preis_avr,preis_sum,menge_avr,menge_sum,dauer,geschw,marke1,marke2,marke3,marke4,marke5,marke6,marke7,marke8,marke9,alter,klasse,einkm,persn,prbew,bildg,kaufw,last_dauer_relativ,treue1,treue2,treue3,treue4,treue5,treue6,treue7,treue8,treue9,einkmpp,Frequency,Monetary
2021,1.79,190,1.037735849,110,10.20754717,0.12576311,11,4,2,0,0,0,0,0,89,5,1,4,2,4,3,0.293900185,3,0.181818182,0,0,NaN,NaN,NaN,NaN,NaN,0.831460674,2,110,1.79
2023,1.14,75,1.075757576,71,15.60606061,0.129853288,0,4,3,28,0,1,0,0,30,4,3,3,2,1,2,0.448543689,7,NaN,0,0,0.678571429,NaN,0,NaN,NaN,0.666666667,1.5,71,1.14
2034,2.49,326,1.038167939,136,8.549618321,0.13907762,0,2,3,2,39,19,31,11,24,5,4,2,2,1,3,0.935714286,8,NaN,0.5,0,0,0.58974359,0.578947368,0.483870968,0.181818182,0.333333333,1,136,2.49
2035,1.72,119,1,69,15.4057971,0.109492824,0,0,28,0,0,17,3,10,11,3,4,1,2,1,3,0.778927563,12,NaN,NaN,0.464285714,NaN,NaN,0.352941176,0,0.4,0.363636364,0.5,69,1.72
2039,2.3,225,1.346938776,132,10.7244898,0.250971188,2,2,19,1,0,1,1,2,70,4,3,3,2,1,1,1.678401522,18,0,0,0.421052632,0,NaN,0,0,0,0.785714286,1.5,132,2.3
2041,2.16,95,1.159090909,51,23.54545455,0.113291919,22,2,0,0,3,6,1,5,5,3,1,4,5,4,3,0.382239382,9,0.545454545,0,NaN,NaN,0,0.166666667,0,0.2,0.2,0.8,51,2.16
2053,1.73,38,1,22,48.90909091,0.025271923,3,0,0,0,3,3,5,4,4,4,3,2,1,4,1,0.79739777,39,0.666666667,NaN,NaN,NaN,0,0,0.4,0,0.25,2,22,1.73
2055,1.4,151,1.027777778,111,10.59259259,0.138114779,0,1,0,0,1,0,64,39,3,4,1,1,2,2,1,0.094405594,1,NaN,0,NaN,NaN,0,NaN,0.65625,0.435897436,0,0.5,111,1.4
2056,1.98,97,1.612244898,79,15,0.24390839,21,0,0,0,0,1,0,5,22,4,3,3,2,1,3,0.066666667,1,0.428571429,NaN,NaN,NaN,NaN,0,NaN,0.4,0.454545455,1.5,79,1.98
2058,2.46,261,1,106,10.83962264,0.114719826,0,0,0,0,0,0,77,28,1,5,5,1,1,1,1,0.645778938,7,NaN,NaN,NaN,NaN,NaN,NaN,0.883116883,0.75,0,1,106,2.46
2061,2.15,73,1.264705882,43,37.55882353,0.110983914,2,3,7,2,3,0,0,2,15,2,1,1,2,4,3,0.239624119,9,0,0,0.285714286,0,0.333333333,NaN,NaN,0,0.666666667,0.5,43,2.15
2063,2.6,252,1.113402062,108,10.86597938,0.1525045,0,0,0,0,0,0,97,0,0,2,4,2,3,1,3,1.932637571,21,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,0.666666667,108,2.6
2064,2.41,294,1.360655738,166,7.639344262,0.24781708,75,0,7,0,4,0,2,24,10,4,3,1,4,1,1,0.261802575,2,0.933333333,NaN,0.142857143,NaN,0,NaN,0,0.541666667,0.3,0.25,166,2.41
2065,2.04,159,1.653846154,129,9.858974359,0.365716247,41,6,19,2,0,0,0,4,6,5,4,2,2,1,2,0.304291287,3,0.512195122,0,0.210526316,0,NaN,NaN,NaN,0.25,0.5,1,129,2.04
2066,2.55,56,1,22,44.40909091,0.043954938,4,0,0,0,4,14,0,0,0,5,3,2,2,1,2,3.332650972,148,0.5,NaN,NaN,NaN,0,0.642857143,NaN,NaN,NaN,1,22,2.55
2067,2.06,68,2.393939394,79,12.93939394,0.409187197,26,7,0,0,0,0,0,0,0,4,1,1,4,1,3,0.231850117,3,0.884615385,0.571428571,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.25,79,2.06
2068,1.96,182,1.225806452,114,11.48387097,0.231138807,1,7,2,0,35,5,20,8,15,4,1,1,3,4,3,1.915730337,22,0,0.142857143,0,NaN,0.342857143,0.2,0.4,0.25,0.133333333,0.333333333,114,1.96
2070,2.77,324,1.162393162,136,8.88034188,0.164951172,0,0,0,0,0,3,3,110,1,5,4,1,1,1,1,0.450433109,4,NaN,NaN,NaN,NaN,NaN,0,0,0.936363636,0,1,136,2.77
2075,1.85,179,1.154639175,112,11.89690722,0.237380167,7,4,1,0,0,7,1,8,69,4,3,3,2,1,2,0.294194107,3.5,0.142857143,0.25,0,NaN,NaN,0,0,0.25,0.724637681,1.5,112,1.85
2078,2.5,10,1,4,191.5,0.008611049,1,0,0,0,0,3,0,0,0,2,4,2,5,2,3,0.375979112,72,0,NaN,NaN,NaN,NaN,0.666666667,NaN,NaN,NaN,0.4,4,2.5
2084,2,24,1.5,18,59.5,0.038163227,0,1,0,1,2,6,1,0,1,2,1,3,1,4,3,0.420168067,25,NaN,0,NaN,0,0,0.5,0,NaN,0,3,18,2
2087,2.28,82,1.055555556,38,27.52777778,0.07018281,0,3,3,0,0,8,0,13,9,4,4,1,1,1,2,0.14530777,4,NaN,0,0,NaN,NaN,0.375,NaN,0.615384615,0.333333333,1,38,2.28
2088,2.53,228,1.233333333,111,12.36666667,0.215948342,0,2,0,0,0,78,3,5,2,2,3,3,5,1,1,1.132075472,14,NaN,0,NaN,NaN,NaN,0.871794872,0.333333333,0,0,0.6,111,2.53
2093,1.72,210,2.368852459,289,4.245901639,1.09830796,17,25,7,57,0,1,0,0,15,4,4,1,4,4,1,0.235521236,1,0.352941176,0.32,0,0.438596491,NaN,0,NaN,NaN,0.2,0.25,289,1.72
2097,2.17,52,1.375,33,30.08333333,0.099456822,1,1,1,1,4,3,1,0,12,4,3,3,3,2,3,0.648199446,19.5,0,0,0,0,0.25,0,0,NaN,0.5,1,33,2.17
2098,2.3,212,1.076086957,99,11.90217391,0.204672295,6,4,6,3,43,18,1,3,8,5,4,2,2,1,2,0.084018265,1,0,0.25,0.166666667,0,0.441860465,0.388888889,0,0.333333333,0,1,99,2.3
2101,1.67,5,1.666666667,5,129.3333333,0.344353588,1,0,0,0,0,0,0,0,2,2,4,2,1,1,1,0.891752577,115.3333333,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5,2,5,1.67
2109,1.7,119,1.042857143,73,14.58571429,0.103247732,0,3,16,3,1,0,2,4,41,3,3,3,4,1,3,0.479921645,7,NaN,0.333333333,0.25,0,0,NaN,0,0,0.487804878,0.75,73,1.7
2113,1.75,35,1.1,22,42.9,0.120175423,2,2,0,1,0,5,1,4,5,4,3,3,4,4,2,3.426573427,147,0.5,0,NaN,0,NaN,0.4,0,0,0.4,0.75,22,1.75
2114,2,122,1.098360656,67,17.06557377,0.121875216,9,2,0,0,0,0,0,7,43,4,3,3,2,2,1,2.109510086,36,0.111111111,0,NaN,NaN,NaN,NaN,NaN,0,0.744186047,1.5,67,2
2117,1.67,120,1.777777778,128,9.333333333,0.312700449,0,0,45,0,0,0,0,0,27,3,3,4,2,1,3,0.107142857,1,NaN,NaN,0.733333333,NaN,NaN,NaN,NaN,NaN,0.518518519,2,128,1.67
2119,2.2,66,1.066666667,32,36.96666667,0.049571613,0,21,0,0,3,0,1,1,4,5,4,2,1,1,1,0.486925158,18,NaN,0.619047619,NaN,NaN,0.333333333,NaN,0,0,0.25,2,32,2.2
2122,2.21,64,1.172413793,34,33.68965517,0.071878327,26,1,0,0,0,0,1,1,0,2,1,1,2,4,3,1.691914023,57,0.884615385,0,NaN,NaN,NaN,NaN,0,0,NaN,0.5,34,2.21
2126,2.2,11,1.2,6,67,0.028698395,0,1,2,0,0,0,0,0,2,5,3,3,2,1,3,0.820895522,55,NaN,0,0,NaN,NaN,NaN,NaN,NaN,0,1.5,6,2.2
2131,2.46,167,1,68,15.13235294,0.10638251,6,3,10,4,1,0,3,22,19,5,3,2,1,1,2,2.246841594,34,0.333333333,0,0.2,0,0,NaN,0.333333333,0.409090909,0.421052632,2,68,2.46
2133,2.17,76,1.485714286,52,23.65714286,0.126163555,27,0,0,0,0,0,0,1,7,3,2,3,3,1,2,0.59178744,14,0.740740741,NaN,NaN,NaN,NaN,NaN,NaN,0,0,1,52,2.17
2134,2.78,200,1.013888889,73,15,0.106151112,0,0,0,0,0,68,2,0,2,4,2,4,3,2,3,0.533333333,8,NaN,NaN,NaN,NaN,NaN,0.926470588,0,NaN,0,1.333333333,73,2.78
2139,1.79,43,1.625,39,25.75,0.212921088,1,1,0,0,0,0,0,2,20,5,2,3,1,4,2,1.048543689,27,0,0,NaN,NaN,NaN,NaN,NaN,0.5,0.9,3,39,1.79
2141,2.6,26,1,10,77.3,0.028828071,0,5,0,1,0,2,0,0,2,1,3,2,1,2,3,2.13454075,165,NaN,0.4,NaN,0,NaN,0,NaN,NaN,0,2,10,2.6
2142,1.42,68,1,48,22.35416667,0.069793342,2,9,0,0,0,0,0,0,37,2,2,1,3,1,3,0.313140727,7,0,0.444444444,NaN,NaN,NaN,NaN,NaN,NaN,0.783783784,0.333333333,48,1.42
2143,1.13,17,1.066666667,16,50.8,0.040255616,0,0,2,0,0,13,0,0,0,4,3,2,2,3,2,0.728346457,37,NaN,NaN,0.5,NaN,NaN,0.923076923,NaN,NaN,NaN,1,16,1.13
2147,2.33,161,1.68115942,116,11.26086957,0.237220952,6,1,1,0,0,3,0,53,5,5,3,2,2,1,3,0.444015444,5,0.166666667,0,0,NaN,NaN,0,NaN,0.754716981,0,1,116,2.33
2149,1.35,108,1.1,88,13.0375,0.129137709,0,3,2,13,0,3,0,1,58,4,5,1,3,1,3,0.46021093,6,NaN,0.333333333,0.5,0.307692308,NaN,0,NaN,0,0.793103448,0.333333333,88,1.35
2151,2.38,266,1.071428571,120,9.901785714,0.152757251,2,0,0,0,0,0,0,107,3,4,2,4,2,2,2,0.706943192,7,0,NaN,NaN,NaN,NaN,NaN,NaN,0.953271028,0,2,120,2.38
2156,1.09,35,1.15625,37,28.8125,0.124472441,1,0,0,3,1,1,0,0,26,4,3,3,3,1,3,1.943600868,56,0,NaN,NaN,0,0,0,NaN,NaN,0.807692308,1,37,1.09
2163,2.29,78,1.058823529,36,29.52941176,0.061040134,1,3,0,2,3,2,1,16,6,3,1,4,4,3,2,3.420318725,101,0,0,NaN,0,0,0,0,0.6875,0.333333333,1,36,2.29
2164,1.22,33,2.481481481,67,12.22222222,0.390878054,0,1,1,24,0,0,0,1,0,5,1,4,2,4,2,0.763636364,9.333333333,NaN,0,0,0.875,NaN,NaN,NaN,0,NaN,2,67,1.22
2165,1.31,17,1.076923077,14,72.92307692,0.041698802,0,0,0,3,1,0,0,9,0,5,5,1,1,1,1,0.918776371,67,NaN,NaN,NaN,0.333333333,0,NaN,NaN,0.666666667,NaN,1,14,1.31
2171,2.04,141,1.405797101,97,14.60869565,0.207916258,32,17,0,0,0,0,0,5,15,5,3,3,2,1,3,0.205357143,3,0.4375,0.235294118,NaN,NaN,NaN,NaN,NaN,0,0.4,1.5,97,2.04
2173,2.2,88,1.05,42,27.65,0.11761196,0,1,8,0,0,0,4,24,3,4,4,2,3,1,2,0.61482821,17,NaN,0,0.375,NaN,NaN,NaN,0,0.583333333,0,0.666666667,42,2.2
2175,1.93,29,1.4,21,61.13333333,0.147951658,9,2,0,0,0,0,0,0,4,4,3,1,1,3,2,1.946564885,119,0.444444444,0,NaN,NaN,NaN,NaN,NaN,NaN,0.25,1,21,1.93
2177,1.6,184,1.07826087,124,11.04347826,0.15949069,3,2,85,8,0,0,0,0,17,4,4,1,2,1,3,0.724409449,8,0.333333333,0.5,0.764705882,0,NaN,NaN,NaN,NaN,0.235294118,0.5,124,1.6
2178,2.29,119,1.038461538,54,20.46153846,0.120648246,24,2,0,1,0,0,0,0,25,5,1,3,1,4,2,1.710526316,35,0.583333333,0,NaN,0,NaN,NaN,NaN,NaN,0.56,3,54,2.29
2184,2.09,293,1.021428571,143,7.985714286,0.144836077,114,6,1,0,0,0,0,9,10,5,4,1,1,2,2,1.001788909,8,0.877192982,0.166666667,0,NaN,NaN,NaN,NaN,0.111111111,0.6,1,143,2.09
2185,1.88,169,1.077777778,97,12.48888889,0.156035613,10,4,16,25,9,16,1,6,3,3,3,2,5,3,3,0.720640569,9,0.2,0.25,0.125,0.36,0,0.1875,0,0,0,0.4,97,1.88
2187,2.2,99,1.288888889,58,21.48888889,0.153807102,1,0,6,6,0,0,0,0,32,5,3,3,2,2,3,0.442088935,9.5,0,NaN,0.333333333,0.166666667,NaN,NaN,NaN,NaN,0.71875,1.5,58,2.2
2189,1.88,124,1.757575758,116,12.3030303,0.257496362,12,4,9,1,0,0,0,0,40,2,3,4,4,1,3,0.162561576,2,0.166666667,0,0.111111111,0,NaN,NaN,NaN,NaN,0.6,1,116,1.88
2190,1.98,131,1.075757576,71,16.22727273,0.105316709,30,11,0,1,0,7,0,17,0,2,3,4,5,1,1,1.602240896,26,0.566666667,0.363636364,NaN,0,NaN,0.142857143,NaN,0.352941176,NaN,0.8,71,1.98
2198,2.59,272,1.095238095,115,9.847619048,0.144814566,1,0,0,0,78,25,1,0,0,3,2,4,5,4,3,0.710831721,7,0,NaN,NaN,NaN,0.91025641,0.8,0,NaN,NaN,0.8,115,2.59
2201,2.47,47,1.210526316,23,43.26315789,0.09523446,0,0,0,0,0,0,15,4,0,3,1,4,3,1,2,0.184914842,8,NaN,NaN,NaN,NaN,NaN,NaN,0.733333333,0.25,NaN,1.333333333,23,2.47
2204,2.54,104,1.024390244,42,24.87804878,0.066362921,12,4,2,0,0,1,2,1,19,5,4,1,1,1,3,0.241176471,6,0.166666667,0,0,NaN,NaN,0,0,0,0.368421053,1,42,2.54
2215,2.09,339,1.049382716,170,6.62345679,0.199300751,16,5,36,5,11,13,0,0,76,4,3,2,2,2,2,1.207828518,8,0.1875,0.4,0.527777778,0.2,0.272727273,0.153846154,NaN,NaN,0.631578947,1,170,2.09
2217,1.89,34,1,18,66.22222222,0.059487841,17,0,0,0,0,0,0,0,1,4,2,1,1,3,1,3.639261745,241,0.941176471,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1,18,1.89
2219,2.51,256,1.166666667,119,10.01960784,0.188596201,13,50,2,1,1,2,1,2,30,4,4,2,3,1,1,0.598825832,6,0.230769231,0.62,0,0,0,0.5,0,0,0.433333333,0.666666667,119,2.51
2231,1.88,126,2.23880597,150,9.029850746,0.525108753,20,6,5,0,0,1,0,0,35,5,3,3,2,4,1,0.184573003,1.666666667,0.2,0,0.4,NaN,NaN,0,NaN,NaN,0.514285714,1.5,150,1.88
2233,2.46,253,1.796116505,185,6.67961165,0.461035396,63,0,0,0,10,21,1,0,8,4,3,4,2,1,1,0.374273256,2.5,0.873015873,NaN,NaN,NaN,0.8,0.619047619,0,NaN,0.625,2,185,2.46
2235,2,46,2.391304348,55,21.17391304,0.355410959,23,0,0,0,0,0,0,0,0,4,4,2,3,1,2,0.125941136,2.666666667,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.666666667,55,2
2244,2.58,49,1.368421053,26,48.26315789,0.094236826,0,0,0,0,8,1,3,7,0,2,2,3,1,2,1,5.511450382,266,NaN,NaN,NaN,NaN,0.375,0,0,0.428571429,NaN,3,26,2.58
2246,2.21,75,1.117647059,38,29.41176471,0.074426181,0,1,2,0,1,15,1,0,14,5,4,1,1,1,1,0.068,2,NaN,0,0,NaN,0,0.533333333,0,NaN,0.785714286,1,38,2.21
2248,2.07,31,2.133333333,32,32.33333333,0.114765977,15,0,0,0,0,0,0,0,0,1,3,3,3,2,3,0.402061856,13,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,32,2.07
2250,2,152,1.25,95,13.19736842,0.238843798,35,3,12,12,0,0,2,0,12,4,4,2,3,1,2,0.303090728,4,0.571428571,0,0.666666667,0.333333333,NaN,NaN,0,NaN,0.25,0.666666667,95,2
2252,1.96,88,1,45,23.68888889,0.099059316,7,2,0,0,5,13,0,0,18,3,2,4,3,4,2,0.590994371,14,0,0,NaN,NaN,0.4,0.307692308,NaN,NaN,0.611111111,1.333333333,45,1.96
2257,2.22,149,1.179104478,79,15.97014925,0.161705191,3,1,6,0,5,13,0,14,25,5,3,2,1,4,1,0.500934579,8,0,0,0.166666667,NaN,0.4,0.538461538,NaN,0.428571429,0.48,2,79,2.22
2277,2.66,202,1.026315789,78,13.89473684,0.135000113,5,6,0,0,1,0,28,34,2,3,1,4,4,2,1,0.431818182,6,0.2,0,NaN,NaN,0,NaN,0.5,0.441176471,0,1,78,2.66
2279,2.21,115,1.192307692,62,19.03846154,0.136464206,0,0,0,2,0,5,0,34,11,4,3,2,2,1,1,0.892929293,17,NaN,NaN,NaN,0,NaN,0.6,NaN,0.705882353,0.272727273,1,62,2.21
2286,2.21,73,1.636363636,54,22.03030303,0.188360202,25,0,6,0,0,0,0,0,2,4,2,4,2,1,3,0.181568088,4,0.92,NaN,0.833333333,NaN,NaN,NaN,NaN,NaN,0,2,54,2.21
2291,1.37,67,1.06122449,52,23.16326531,0.101423632,0,0,0,0,5,39,2,1,2,3,1,4,4,4,2,0.604405286,14,NaN,NaN,NaN,NaN,0.4,0.846153846,0.5,0,0,1,52,1.37
2300,1.75,235,1.082089552,145,10.14179104,0.23313914,3,12,21,7,0,1,0,28,62,4,3,2,2,3,3,1.479028698,15,0,0.083333333,0.047619048,0,NaN,0,NaN,0.25,0.532258065,1,145,1.75
2303,1.78,198,1.036036036,115,9.378378378,0.143458885,0,0,89,7,1,2,0,0,12,5,4,1,1,1,2,1.386167147,13,NaN,NaN,0.775280899,0.142857143,0,0,NaN,NaN,0.083333333,1,115,1.78
2308,1.27,123,1.12371134,109,11.42268041,0.185366651,0,1,14,45,0,1,0,2,34,4,1,1,4,2,3,0.087545126,1,NaN,0,0.5,0.577777778,NaN,0,NaN,0,0.411764706,0.25,109,1.27
2309,1.38,189,1.423357664,195,6.591240876,0.332503378,6,8,3,95,0,0,1,0,24,4,1,1,4,2,2,0.758582503,5,0,0,0,0.715789474,NaN,NaN,0,NaN,0.25,0.25,195,1.38
2314,1.88,94,1.6,80,18.42,0.206987053,5,10,0,2,0,0,0,0,33,3,2,4,2,2,1,0.705754615,13,0,0.3,NaN,0,NaN,NaN,NaN,NaN,0.696969697,2,80,1.88
2317,2.08,27,1,13,77.30769231,0.022078008,2,1,0,2,2,6,0,0,0,5,2,1,3,1,3,0.310447761,24,0,0,NaN,0,0.5,0.5,NaN,NaN,NaN,0.333333333,13,2.08
2318,1.71,82,1,48,24.66666667,0.060029431,1,2,0,0,2,26,0,0,17,5,5,1,1,1,2,1.013513514,25,0,0,NaN,NaN,0.5,0.730769231,NaN,NaN,0.588235294,1,48,1.71
2321,2.01,147,1.602739726,117,13.52054795,0.360959094,14,8,1,5,0,1,1,3,40,4,3,3,4,1,2,0.419115164,5.666666667,0.214285714,0.125,0,0.4,NaN,0,0,0,0.6,0.75,117,2.01
2327,1.29,124,1.177083333,113,12.16666667,0.181669436,0,2,34,21,0,3,0,1,35,5,4,2,2,1,2,0.945205479,11.5,NaN,0,0.705882353,0.428571429,NaN,0,NaN,0,0.571428571,1,113,1.29
2336,1.88,98,1.788461538,93,10.90384615,0.347386382,7,13,21,0,2,0,0,0,9,5,1,4,2,3,2,0.061140506,0.666666667,0.285714286,0.307692308,0.714285714,NaN,0,NaN,NaN,NaN,0.222222222,2,93,1.88
2338,1.78,32,1.111111111,20,52.61111111,0.039499663,1,0,15,0,0,0,2,0,0,5,3,2,1,2,2,0.228088701,12,0,NaN,0.866666667,NaN,NaN,NaN,0.5,NaN,NaN,2,20,1.78
2339,2.17,100,1.043478261,48,26.04347826,0.062214693,1,1,0,0,2,13,4,21,4,2,4,3,4,2,3,1.804674457,47,0,0,NaN,NaN,0,0.230769231,0.25,0.619047619,0.25,0.75,48,2.17
2342,2.23,210,1.085106383,102,11.67021277,0.145474159,1,9,5,1,6,27,9,26,10,3,3,3,4,1,3,0.685505925,8,0,0.111111111,0,0,0.333333333,0.518518519,0.333333333,0.269230769,0.1,0.75,102,2.23
2345,1.88,175,1.064516129,99,14.80645161,0.134320606,0,11,18,1,23,27,0,2,11,5,1,4,2,4,2,0.74291939,11,NaN,0.363636364,0.388888889,0,0.217391304,0.407407407,NaN,0.5,0.181818182,2,99,1.88
2346,1.7,92,1.055555556,57,18.74074074,0.101265587,0,2,44,3,0,2,0,0,3,3,4,2,4,1,3,0.320158103,6,NaN,0,0.840909091,0.666666667,NaN,0,NaN,NaN,0,0.5,57,1.7
2348,1.83,22,1.083333333,13,58.25,0.047369218,0,0,4,1,0,0,0,0,7,3,3,2,3,1,3,0.394849785,23,NaN,NaN,0.25,0,NaN,NaN,NaN,NaN,0.428571429,0.666666667,13,1.83
2350,1.91,244,1.140625,146,8.71875,0.211272035,7,1,8,0,2,5,5,65,35,2,1,1,5,4,3,0.917562724,8,0.142857143,0,0,NaN,0,0,0,0.569230769,0.342857143,0.2,146,1.91
2356,2.33,287,1.178861789,145,8.325203252,0.195029729,0,0,0,0,41,65,0,10,7,4,4,2,2,1,3,0.48046875,4,NaN,NaN,NaN,NaN,0.365853659,0.6,NaN,0.2,0,1,145,2.33
2357,2.33,42,1.111111111,20,51.33333333,0.043498494,2,2,1,0,11,0,0,0,2,3,1,3,4,4,2,0.954545455,49,0,0,0,NaN,0.545454545,NaN,NaN,NaN,0,0.75,20,2.33
2358,2.49,219,1.022727273,90,12.64772727,0.116951494,0,0,0,0,1,0,86,1,0,5,4,2,2,1,1,0.395327942,5,NaN,NaN,NaN,NaN,0,NaN,0.976744186,0,NaN,1,90,2.49
2359,1.91,109,1.175438596,67,17.14035088,0.101020992,9,3,1,1,0,0,2,4,37,4,1,4,3,3,2,2.800409417,48,0.111111111,0,0,0,NaN,NaN,0,0.25,0.702702703,1.333333333,67,1.91
2361,1.96,49,2.16,54,24.88,0.441967989,9,1,1,1,1,0,0,0,12,5,3,3,2,2,1,0.040192926,1,0.333333333,0,0,0,0,NaN,NaN,NaN,0.416666667,1.5,54,1.96
2369,1.79,136,1.381578947,105,11.88157895,0.214103977,4,0,1,8,1,4,16,24,18,4,1,4,2,2,1,1.935769657,23,0.5,NaN,0,0.375,0,0.25,0.5625,0.458333333,0.444444444,2,105,1.79
2370,2.18,201,1,92,11.80434783,0.118995408,1,10,5,0,30,9,1,26,10,5,3,3,2,4,2,2.372007366,28,0,0.2,0.4,NaN,0.333333333,0.222222222,0,0.384615385,0.3,1.5,92,2.18
2372,2.38,233,1.326530612,130,10.18367347,0.294430189,3,20,13,0,1,0,2,0,59,2,4,2,4,1,2,0.883767535,9,0,0.4,0.307692308,NaN,0,NaN,0,NaN,0.627118644,0.5,130,2.38
2373,1.6,80,1.4,70,21.38,0.166571976,6,7,3,20,1,3,1,3,6,3,3,3,3,1,3,0.116931712,2.5,0.666666667,0,0.333333333,0.65,0,0.333333333,0,0.333333333,0,1,70,1.6
2380,2.44,78,1,32,30.5,0.037005679,2,0,0,0,0,0,0,0,30,5,4,2,1,1,1,0.885245902,27,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.933333333,2,32,2.44
2382,1.97,236,1.45,174,8.075,0.278878891,14,6,4,13,2,6,34,5,36,4,4,2,3,4,2,0.495356037,4,0.142857143,0,0.5,0.307692308,0,0,0.411764706,0.2,0.277777778,0.666666667,174,1.97
2383,2.25,146,1.015384615,66,16.69230769,0.102505188,4,0,0,1,0,10,0,46,4,4,2,1,4,2,1,1.078341014,18,0,NaN,NaN,0,NaN,0.4,NaN,0.760869565,0,0.25,66,2.25
2386,2.5,15,1,6,134.3333333,0.026123803,5,0,1,0,0,0,0,0,0,4,5,2,2,1,1,1.317617866,177,0.8,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,1,6,2.5
2395,2.7,173,1.71875,110,10.890625,0.271330905,1,0,0,0,0,61,0,1,1,4,1,1,2,1,1,0.183644189,2,0,NaN,NaN,NaN,NaN,0.950819672,NaN,0,0,0.5,110,2.7
2398,2.24,211,1.244680851,117,10.20212766,0.263955089,7,0,0,10,41,28,4,0,4,5,1,1,2,3,1,1.960375391,20,0.142857143,NaN,NaN,0.1,0.56097561,0.678571429,0,NaN,0,0.5,117,2.24
2400,2.12,108,1.098039216,56,18.96078431,0.149483138,29,2,2,6,0,0,0,2,10,5,3,2,1,1,3,0.052740434,1,0.586206897,0,0,0.333333333,NaN,NaN,NaN,0,0.1,2,56,2.12
2401,2.47,395,1.03125,165,7.1625,0.155222833,17,2,0,0,0,0,0,129,12,4,4,2,2,4,3,0.558464223,4,0.176470588,0,NaN,NaN,NaN,NaN,NaN,0.852713178,0.25,1,165,2.47
2402,2.16,244,1.265486726,143,8.274336283,0.196402148,102,3,0,0,0,0,0,0,8,3,5,1,2,1,2,0.48342246,4,0.941176471,0,NaN,NaN,NaN,NaN,NaN,NaN,0.625,0.5,143,2.16
2405,1.78,174,1.204081633,118,11.69387755,0.202163014,4,4,35,13,0,1,2,2,37,4,3,2,2,1,3,0.598603839,7,0,0.25,0.685714286,0.461538462,NaN,0,0.5,0.5,0.783783784,1,118,1.78
2406,1.93,29,1.733333333,26,46.2,0.108557936,4,1,3,0,0,0,1,2,4,4,3,2,2,2,3,0.454545455,21,0.5,0,0.333333333,NaN,NaN,NaN,0,0,0.25,1,26,1.93
2409,2.52,393,1.025641026,160,6.935897436,0.161884252,1,0,0,0,46,92,0,17,0,4,1,4,2,4,3,1.153419593,8,0,NaN,NaN,NaN,0.5,0.673913043,NaN,0.294117647,NaN,2,160,2.52
2412,1.51,250,1.060240964,176,9.28313253,0.162529499,0,19,69,32,1,2,0,0,43,3,3,3,3,1,3,0.215444517,2,NaN,0.105263158,0.434782609,0.125,0,0,NaN,NaN,0.325581395,1,176,1.51
2416,1.46,19,1,13,67.46153846,0.030558283,2,0,0,0,0,10,1,0,0,5,5,1,1,1,2,1.259977195,85,0.5,NaN,NaN,NaN,NaN,1,0,NaN,NaN,1,13,1.46
2418,2.04,100,1.244897959,61,20.79591837,0.103685064,7,9,5,0,11,2,0,1,14,5,4,2,2,1,3,0.528949951,11,0.142857143,0.333333333,0.4,NaN,0.636363636,0,NaN,0,0.357142857,1,61,2.04
2420,1.38,88,1.5625,100,12.53125,0.29264565,1,0,4,32,0,0,0,0,27,4,4,3,2,1,2,0.279301746,3.5,0,NaN,0.25,0.71875,NaN,NaN,NaN,NaN,0.703703704,1.5,100,1.38
2423,2.16,97,1.088888889,49,24.17777778,0.070808696,1,2,1,5,4,28,0,0,4,3,1,1,4,1,3,2.026654412,49,0,0.5,0,0.4,0,0.642857143,NaN,NaN,0.25,0.25,49,2.16
2425,1.55,45,1.482758621,43,26.82758621,0.114496208,2,0,1,6,0,0,0,1,19,1,2,3,4,1,2,0.670951157,18,0,NaN,0,0,NaN,NaN,NaN,0,0.631578947,0.75,43,1.55
2431,2.02,101,1,50,24.6,0.099280443,0,1,0,0,0,0,6,42,1,5,5,1,1,4,3,1.991869919,49,NaN,0,NaN,NaN,NaN,NaN,0.5,0.880952381,0,1,50,2.02
2434,1.77,76,1.11627907,48,21.06976744,0.129225519,0,1,0,1,1,2,0,21,17,2,3,3,4,1,1,0.158204562,3.333333333,NaN,0,NaN,0,0,0,NaN,0.714285714,0.588235294,0.75,48,1.77
2435,1.2,84,1.042857143,73,14.8,0.106186259,2,0,0,66,0,0,0,0,2,4,4,1,2,1,3,0.405405405,6,0,NaN,NaN,0.939393939,NaN,NaN,NaN,NaN,0,0.5,73,1.2
2438,2.09,230,1.018181818,112,10.50909091,0.133758674,49,61,0,0,0,0,0,0,0,5,3,2,2,1,3,1.141868512,12,0.632653061,0.704918033,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,112,2.09
